,insult,comment
68,0,"spursruss  I live in Argentina and its not all Argentinians. The problem being those who are loud on the issue are ill educated and you can be sure they wouldn't be rushing to fight anyone, they would be cowering in the background. My wife is Argentinean and she is the first one to recogni e the stupidity of the claims. Some of muppet think they fought their Independence against the UK, morons the lot of them. The answer is simple, if we were the leading colonial force, you would be an ENGLISH speaking country, you aren't, because werent it was Spain, Portugal, France, our interests were commercial. Also the worst part is they themselves exterminated the natives, the Spanish started it but actually it was the newly formed Argies which did most of the killing of the native, lovely eh  Clueless stuff, you wonder why the Government gets away with corruption, so many ignorant people thats why...you shouldnt judge ALL by the standard, these a huge amount of Argies who see the Cristina drum beating for what it is, the same as ALL presidents of Argentina do, using it to cover their failing."
69,0,you better hope because the Marlins have a history of giving up their superstars
70,0,"Well, you guys have gone and done it now. You put the words 'China' and 'Chinese' up the required number of times for the dating Asians ad to come up. Evidently, Ms.  hang, 50Kg and 168cm  for a BMI of 17.8  from 'HuNan China' wants to meet me. She has her little mouth open like she's speaking. What's that you ask,  hang  Well, yes, as a matter of fact I am a physician.  Why are you clapping your hands together and jumping up and down   Stop that squealing, young lady and 'exprain' yourself!"
71,0,you mean like your off topic Obama rant bellow
72,0,I hope they do it inconjunction with July 4....
73,0,"Surely will be a crushing blow, when he doesn't get the next four years, would you consider leaving the country"
74,0,"I haven't watched Fox News in years, true."
75,0,Are you in France
76,0,I'll take that temp...I really hate the heat
77,0,"Alexis Bledel can act. Wait. Can she  I have this blind spot when it comes to impossibly beautiful women. Shit, maybe she can't act. Fuck, what the hell do I do now   WHAT THE HELL DO I DO NOW!"
78,0,I like your comments. However I would go one step further.  It's not time to  let  the people of IL fight back. Rather the citi ens of IL just need to fight back period.   I will carry next time I travel into  little Beirut .  i.e. Chicago
79,1,Fact   Georgia passed a strict immigration policy and most of the Latino farm workers left the area. Vidalia Georgia now has over 3000 agriculture job openings and they have been able to fill about 250 of them in past year. All you White Real Americans who are looking for work that the Latinos stole from you..Where are you   The jobs are i Vadalia just waiting for you..Or maybe its the fact that you would rather collect unemployment like the rest of the Tea Klaners.. You scream..you complain..and you sit at home in your wife beaters and drink beer..Typical Real White Tea Klan....
80,1,Of course you would bottom feeder ...
81,0,M tenlos!! http   1.bp.blogspot.com  YVS mVv2iRw Tmo8KFaUGMI AAAAAAAAA0k NlLAahKNnis s1600 kill it with fire KILL IT KILL IT WITH FIRE s670x394 132457.jpg
82,1,"You are  a fukin moron.    You are just butthurt that you got rejected on WIkipedia.  Call yoursilf scolar or whatever.  I am better than you,  just 14 and already a Wikipedia administrator.  You are just a stupid ashole."
83,0,"He is doing what any president doe's on this day. I do not recall if other presidents appeared at the Wall.  election year.... yea, but then again you would never say anything if he did not appear. You can not have it both ways."
84,0,"...yeah, and you're a f'ing expert.....go back to picking through trash barrels you tool"
85,0,Those trails will definitely get plowed regardless of the investigation. They'll just see it as easier to plow the area than deal with it. And once they got plowed I would never return or risk getting stopped and heavily questioned by the PO PO's.   P.S.   All the stupid comments are unnecessary. It's really easy to be cold and heartless and act like you don't give a fuck. But I'd like to see these anonymous commentators talk shit like that in front of this person's family or even their own Mother's. Grow up children and learn some respect.
86,0,Suh had a sack the last time they played.
87,0,"and you are support argument a hole....  Not everyone games on their pc's either.  Spec whores miss the point entirely.......  I prefer the mac to my daily work.  That beings said, I'm also a big believer in the best tool for the job and there are certain things that PC's do better,  Database and servers for instance   The thing is that you havent proved anything other than an anti apple bias and name calling  guilty myself to get your attention  id just juvenile"
88,1,You are a fucking dumb ass!.  Go back to you Xbox dickhead.  Grow up you little fanboy.
89,0,you know what would be fun  If you guys talked crap back to us. more entertaining
90,0,@beeline @SidneyCatsby ...I'm assuming you are in school in the states.
91,0,They should put all the gay and lesbians on an island      Oh wait there is Manhattan.
92,0,YOLO. This is hilarious. Canyon students are so racist! Even though most of us are Mexican! Fuck gabby!
93,1,Lets see your papers arealconservati.  Till then shut the fuuk up sticky chin.
94,0,"An interesting angle of organi ed religion is that religious persecution is never ok unless your defending your own religion.   You all aren't victims of religious oppression.   You are the oppressors.   BTW, i'm not gay.   I just love how you people try to defend your persecution of others while claiming your are being persecuted."
95,1,Correction Bitch! You don't think it's superb because your hating ass doesn't know talent..And Again I am still waiting on you to submit a video of you singing..Where is the youtube link  I am sure you will get all kinds of rave reviews lol
96,1,"I think the only trickle that effected you was the trickle of sperm your dad gave your mom and most of that trickled down her leg.   Go back to sleep, we will wake you when you are needed again."
97,1,And you keep on your knees and keep telling yourself that is a sausage in your mouth.  And that is cream cheese you are swallowing.
98,0,"What was that, like 2000 words about nothing  You're going after Andrea Mitchell  What, was Fox infomercial not broadcasting yesterday  How about the apologies issued for the  EPA drones   And yet here you are attacking Andrea Mitchell about some stupid gas station gimmick.  Here's another newsflash for you, Mr. Romney  R1%  is out of touch. We all already know it. Mr. Romney's ama ement wasn't just about some gadget at a  petrol filling post  but that people could actually buy food products there and that they actually eat it.  This very second Mr. Romney isn't even carrying a wallet. And it is very likely that he doesn't even know where it is. I'm still waiting for someone to ask him the tough campaign trail question of  how much does a gallon of milk cost  .  Andrea Mitchell and gas station food... unbelievable."
99,0,@Rourke needs to give me a fucking like  @jwoude23 hows everyone doin
100,1,fuck you both
101,0,"Powers,  MSNBC Is far far more biased and hostile in it's comments than FOX. At least at FOX there are usually opposing views. MSNBC is just a shill for the president. And they keep having to fire their hosts for all the outrageous remarks they make.  Now, CNN is getting almost as bad as MSNBC."
102,0,What horrible trades are you talking about
103,1,and retards like you back to the institutions.
104,0,weapons lol hes an idiot an waste of human space had it made and ruined it all
105,0,"Not a big fan of Rondo, but the dude can ball...I wouldn't classify him as a big talker, just trying to psyche himself up..."
106,1,"Pig Maher, you forgot your meds again. You know you are one sick SOB so don't forget."
107,0,"It's not just the rich screaming about taxes.  It's the average middle class American who pays his her taxes and doesn't see the benefit of those taxes  but instead sees waste .  I pay federal taxes, but I don't use public schools, I'm not collecting any govt welfare or benefits, I pay for my own healthcare etc.  I use the roads and sewers, so I don't mind paying the city taxes for that.  My trash pick up is private, so I pay that directly to the trash company.  Everyone should pay for what they 'use', not based on what they make.  If one wants to be a part of society, one should contribute and pay their fair share.  That includes the rich or poor."
108,1,Mr. King isn't it about time you either grow a pair of balls or join the democrats who will love a pussy cat like you.
109,0,I'm amused by the fact that WeBlog cons drop any issue once it turns into a loser.  This is an expression of that amusement.
110,0,Gabriel.     Getting time to blow that horn
111,0,"Exactly. Like, I don't really give a shit how fat a person may or may not feel, but it really is shitty when your clothes don't fit. And not in a  I'm so gross  way but in a  I can't very well leave the house naked!!  way."
112,0,"Welfare queen into a whore, not a crack whore.  I think a whore is a more productive worker than a welfare queen."
113,0,"POLITICAL CORRECTNESS   Political Correctness is a doctrine, fostered by a delusional, illogical minority, and rapidly promoted by an unscrupulous lamestream media, which holds forth the proposition that it is entirely possible to pick up a piece of ch*t  by the clean end."
114,1,What an ass you are...funny I see a lot more of you  nuts  in cars then I ever have of pilots in panes...
115,1,"You can take international law and  shove it. You are such a schmuck, I don t know why I even comment on your idiotic posts. The  peace activists  on the ship started hitting the soldiers with weapons in order to kill the."
116,0,Blown is  a little pissy after he applied for a union job and was turned down.  He is just another good republican minion spreading today's message.
117,0,If you dont have a teleport and air mix ups  you are nothing to me
118,0,stop trying to sound like a victim bitches dont understand men dont have the same temper and not the same thoughts go through ur mind than ours.. u put a nigga on da spot get up in his face and start throwing yo stank breath on us believe me u got it coming yal go no right period
119,0,"robert moroni you fuckin dimwit, do you know what a parody is  It's a fuckin parody of fox news and it sounds accurate to me!"
120,1,"The most evil, callous, vile, creature in all of mythology is your made up god. Stop killing and eating babies, you dirty christard!"
121,0,Oops!  How embarrassing  for me ... you are right People1st... I bow to the superior movie intellect of your son
122,0,"If you throw trash out your window, you get a yellow star bumper sticker."
123,0,Once more we see where the soft immigration policy has let the citi ens down.... I bet they come from a family who have less education than a retarded hampster yet were given a nice new life in Britain... Reap what you sow....
124,0,Nope. Not working for me either.32 23 34www.facebook.com annagillmodel     You have my email!
125,0,"That jump shooting bit gets old.  When you don't get calls on contact and get your shot thrown off you look for separation and you jump shoot.  Especially if you ain't big, which is most teams because bigs and longs are rare expensive at pro level."
126,0,"This was a tough loss for us, right now there are guys blowing each other in the locker room.    Scott Brooks"
127,1,You're a complete and utter moron.
128,1,"Your still a loser, man we must have really gotten under your skin lol"
129,0,"The ignorance here is astounding. Clearly it says in the video that Cleveland was ALREADY convicted of rape and is serving jail time for it. He 's GUILTY. She WAS RAPED!!  for all of the morons who 've said ugly statements about her or attacked the veracity of her story  The only determination that this court is trying to make is whether Cash Money should be held liable. I think it 's reasonable that when you invite someone to make a professional presentation at YOUR company that YOU provide necessary protections for that individual. I don 't care whether Cleveland was employed or just  a hanger on  a professional guest should not have been left unattended in the hands of someone dangerous that was there admittedly with Baby and Slim 's knowledge and permission. If you went to a store and were attacked by an employee or a  friend of the boss   who was permitted to hang around premises , would you not hold the company responsible"
130,0,"Fuck hard, then fuck slow, then fuck hard, and then start again."
131,0,@Axlrodes Were you here for the Wide Receiver drama
132,0,are you fucking kidding me no mirrors fuck you freesteam
133,1,"Nothing was confirmed in the 19th century you moron. There was no modern medical science to prove ANYTHING. Dont try to quote from the same period of time that brought us the Spanish Inquisition. You are the lowest of the low, i feel sorry for you."
134,1,"My best friend who is allergic to wheat, corn, soy, red dye, yellow dye, pistachios, tree nuts, kiwis, cherries, oranges, bananas, and seafood. If she gets anywhere near the smell of seafood her lungs constrict and she can no longer breath. Last week she got cut by a dog leash that had pistachios on it and almost went into anaphylactic. I know a little about food allergies.   I asked my friend if she thought it was rude and selfish of someone to want food allergies so they could die. She said you are a bitch. So I do not really think it is insulting that she wants food allergies so she can die. I think we're back to you're a bitch."
135,0,"So not focusing on Boston vs Miami for a minute.... Who's the scarier opponent, SanAn or OKC"
136,1,floyd has a better knock out percentage than pacman you dumb fuuuuck
137,0,so wat have u bn doing all along if u want to train them nw.we thot yo presence must strengthen the strike force bt proving otherws.shame!!!!!!!!!!!!!!!!!!!
138,0,The Dean of Mean is a typical Tory who believes there's one law for him and another one for everyone else. Big Steve better get around to firing everyone at Elections Canada and replacing them with Tory hacks before they really get into what the Tories did in the 2011 campaign.
139,0,Oh fab   we have a tennis player who has a sense of humour and who can smile. Mr Murray please note. Mind you he has left it too late to cheer up. Misery guts
140,0,"You are repeating yourself, mate."
141,1,You are one sick puppy.
142,0,"Very true, indeed! I've tried to sit down and study for hours straight without any breaks and I'm not nearly as effective as when I take a few breaks."
143,0,so da fuck wat if he prasie the devil look where he at keep doin ya thing my nigga
144,1,Can I say dick on here  Your a dick.
145,0,@niemerg1 Right.  Never said it was fool proof tho.
146,0,The wonders of PLASTIC SURGERY  3
147,0,Ron Paul   Cynthia Mckinney 2012 The all Wacko ticket! Calling all Paul sheep to the barn for your daily feeding. Don't forget your wallet!
148,0,"go on move to hollywood, join russell brand and take dan lobe with you"
149,1,The way this fucking hoodrat is standing in that picture is boiling my blood. I'd like to meet this cunt in an alley for a few minutes. Selfish fucking twat.
150,0,"hahaha today a group of Argentine veterans from the Falklands war beat the crap out of a senator of the peronist party, the party in power right now, for using them for political purposes. The people in Argentina are getting tired of this  show  the politicians are doing to distract the Argentine population from other far more important problems."
151,0,"We afford what we HAVE to afford, Marco."
152,0,"Hey moron  buttons1994 , Kerry won't be able to bully Obama like Romney bullied a gay boy when he was in prep school by physically assaulting him.  But the clown Romney won't be able to bully Obama in a debate either, so it's a wash."
153,0,"and like it matters, you are waiting for next year...I am still living in the playoffs...suck on it loser"
154,0,"Should have hung for what he did, this country is all for the monsters that lurk among us!!!"
155,0,"@Childer   @koosh12684  @jwoude23  @welfarecheese  @SDL  @Nonstopdrivel    Right on. As long as we are both open and honest about how we come to our own conclusions, I couldn't give a shit if we disagree."
156,0,they are pecking him to death he gives up ugly runs
157,0,"@Blaine Jungwirth definitely thought that only deserved a 2, but hey, I takes what I gets!"
158,0,I can't trend I'm on my iPod touch
159,0,This was the JOINT back in the day!  And am I the only one who thought Gregory looked like he could be Philip Michael Thomas' brother   LOL
160,1,How old are u 12    Knicks fan BEEYATCH!!!  Not a Melo ball licker!!!
161,0,"Anything better than the Grover Norquist, Tea party, Wall Street, corporatist GOP."
162,1,"BITCH NIGGA YOU NEED AN EYE EXAM, AND EYE GLASSES! CASSIE ONE OF THE FINEST WOMEN ON EARTH!"
163,0,Are you attempting to be kinky here   You have some kind of fetish
164,0,"You get the gold star!The best post I've seen on here in months!!Hilarious...Great job,Canadian!PS I think we need you to come down here.I'll sponsor you!!"
165,0,How old are you
166,1,"Nothing worse then a idi0t who smugs because of who he is, Gay"
167,1,You're a child rapist in NY. You have admitted it MANY times you sick fuck! You have no room to talk.
168,0,@J.O.   The man was a genius.
169,1,Anti American piece of shit you are
170,1,Have you be sipping at th e sacramental wine again   You really are a dense little dude.
171,0,Yes but remember   the government is listening to the views of the owner of Wonga.  Wonga will loan your business money  at astonomical rates
172,0,"The tirade isn't what people caused people to dislike her.  Read her comments.  Like this one,  I know of her story and her husband. We all have stories. I mean, I almost died, and Venus is struggling herself. So, you know, it's life.     She comes across as uncaring and selfish.  On top of that she never gives an opponent any credit  it's always about what SHE did.  I absolutely like Venus  consistently root for her and have for years  but Serena is an absolutely awful person that needs to grow up"
173,0,"Stacy C. is right   Dumbama and his fat ass wife and their cronies have created this atmosphere of govt. interference and what they feel govt entities should be doing.   Schools and others take their cues from the top down, and when they see this admin. forcing restaurants to publish calories on menus, then they feel they should be doing  their part  for their messiah and become food police.   I cannot believe that a school puts out an approved food list.    I would be suing."
174,0,"GALLUP DAILY May 24 26, 2012  u2013 Updates daily at 1 p.m. ET  reflects one day change No updates Monday, May 28  next update will be Tuesday, May 29. Obama Approval48%  Obama Disapproval45% 1 PRESIDENTIAL ELECTION Obama47%  Romney45%  7 day rolling average   It seems the bump Romney got is over and the president is on his game."
175,0,This is someone whose self importance got the best of him. If anyone should be fired it would be Tate. This kind of behavior is inexcusable and unbecoming of a man who holds the futures of many employees in his hand.
176,0,Don't stand on your porch.
177,0,camp has got to come in here and get this guy. this is where you earn your money.
178,0,"You could not be more wrong. The American Tea Party stands for limited government. Fiscal responsibility, and a return to our constitution. The Tea Party when it rallies or protests does it legally with brains. We pay the permits, arrange the events, say our piece, and then clean up and go home. The occupukes on the other hand. Are not only different, they are opposite. They trespass, they steal, they show up without permission. They damage private property, they collect urine and feces to throw on people. They set fires, they smash store windows. They rape young girls. I can go on and on. Oh and the heat, AC and warm beds were all paid for by those people. don't kid yourself that we are not committed to our cause because we are not stupid like you or OWS. There is a right way and a wrong way to do things. You and the occupunks have choosen the later."
179,0,Because that is how they get their rocks off. Our government is run by pedophiles who sexually torture children.
180,0,"He actually said  what a spoiled bitch I am .  I never hated Colton the way most of the posters did, because I felt for him.  Being gay in a republican family, can only mean that you have been villified.  He was dismayed that it was men vs women, as that took away any comfort  one he may have had.  The men didn't welcome him, and when he got power, it went to his  spoiled bitch  head."
181,0,With inbreeds being the longest running malcontents.
182,0,"Quote from Teresa May  That is why we have been trying to deport him to Jordan, his home country.  TRYING   Since when does a Sovereign have problems TRYING to deport diseased minded scum like him. Stuff the EU laws and if the UK is  'fined ' by the EUSSR for doing this then don 't pay it ... and then stop all financial payments to this corrupt experiment. It doesn 't work, its broke so listen to the PEOPLE Camoron and have an in or out referendum .. NOW!"
183,0,"@nilbymouth   You are right concerning Campbell.  My bad.  The QB carosel has me mixed up.  Anyways, I still don't like Knapp and think we went that road with him once before and do not need to revisit it again.  Cable obviously did not think too high of him if he stripped his playcalling duties and decided to call the plays himself.  If Knapp was truely great at what he does, he would have had some positive influence on this team with his quarterbacks, and in my opinion, he didn't....Carson Palmer needs a guy like Saunders whose offensive connection to him is undeniable..."
184,0,I'll like your comment too if it makes you feel better.
185,0,Why didn't Obama go to Wisconsin and urge the Republicans to abandon their own America form of austerity
186,0,"If they deleted his post, I wold surely be banned for my flaming all over Joe."
187,0,What the hell are you talking about
188,0,"people dancing, drinking, having fun at the clubs in miami   Life is good in miami, Heat won!!!! lets get drunk     Heat fans"
189,0,"This is so American. Load of utter 'positive people makes positive lives' fake christian bullshit.   Put it this way, take 2 for example Give up complaining. This to me just reads like 'become a walk over'. If we all gave up complaining, nothing great would get done or crap would be accepted. Go into a hairdressers, get a shit haircut for $100. Don't complain because you are a happy, pissed off with your shit haircut, person who's just been taken for a ride. Give up the luxury of criticism. For a start it's not a luxury. You can be critical if you want. I believe it is a trait that I enjoy. Why  Many people are idiots. It's the truth. If you are in a job and you don't criticise people who do crap work then you'll have an office workplace full of people who can't do their job.These are basic personality traits of intelligent people. But I guess retards are happier than all of us."
190,0,You're one of my favorite commenters.
191,0,"dude, it looks NOTHING like the  fag box.  It looks more towards PlayStation meets Alienware console. It has already been proven that modern consoles continually progress towards a PC. So please take your idiotically painful comments elsewhere."
192,1,Howe does it feel to be a Freedom Leech parasite
193,0,".........And all the arseanal fans silently weep into their hankies!!  There's nothing to see here, fellas  he's a free man and still the Spurs manager!     UNLUCKY!"
194,0,Yes  you have to have comedy in your life
195,1,"Moron, the Latinos are becoming a large voting block you can't just dismissed them like you did with blacks, gay, women and other minorities. You need a majority to win and all whites don't buy your crap"
196,0,When Is Bush going to be asked to campaign for Romney. When he does I'll buy you a dinner. I wonder why Bush is NOT  wanted.   The BETTER question is why a SITTING PRESIDENT LIKE OBAMA IS NOT WANTED!  Notice he did 7 fundraisers the weekend before the vote all around WIsc. NEVER stopped in WISC.  Notice NO ONE wants his help campaigning
197,0,wait till a raptor grabs it in mid air.bad days man.
198,0,Have you ever given him props or at least not dissed him out on any thread  I'm not a fan of his movies either but that don't mean I start talking shit on every fucking post..
199,0,@big o other That dynamic has been clear since the teabaggers threw their first tantrum in January of 2009 and Rush declared that he wanted the president to fail.         They want the economy to suck. They NEED the economy to suck. This explains their otherwise pu  ling legislative choices over the past three years.
200,1,You are stuck on stupid obviously...give me a break and don't vote. moron
201,0,"This man's drunk as fuck, he's on drugs, he's a male prostitute."
202,1,who told you that....stupid ask yourself who kick his daughter out of the house at the age 16.....when it's comes protecting weaman you guys the last ppl on earth who can open their mounths..
203,0,@Lets Go West try big 100 they are dope
204,1,Ight ima get in on you mr. Army man or w.e. the fuck you are. I have family fighting on battle field right now atleast 20 members are all juggalos. Just like me you little ick sucking divk whipped bitch. If you have the time to sit here and talk shit about family then you obviously aren't doing your job fighting for our country your busy trying to start another world war with the juggalo family so shut the fuck up and grow a pair you pussy.
205,0,You are so correct...the red sox are the worst team.
206,0,"Headlines going to be in a few months, Mark WRIGHT reject back home"
207,0,"i didn't watch game so this morning watched sky see what fuss was about, i have to say at times football fans have to put there loyalty to respective clubs aside, what ballotelli did was a disgrace he  won t admit it but that was deliberate and has no place  in football i will be ama ed if he isn't banned"
208,1,Are you retarded  You think Iraq & Afghan were avenging deaths  Lol.. get yourself checked buddy.. even bush would laugh at you...  There is a reason why we are proud of India.. cu  we are not like US or Israel who will or can go to war at the drop of a hat.. on the long run even that is proving costly to them..   So wake up.. We are talking about Music here not War.. you dumb moron
209,0,"No matter how great your body looks, there's something pathetic, desperate and trashy about a woman that old acting like that!!"
210,1,piiisii ... apparently knows nothing about cold facts  Republican Trolls make us all sick with their non factual crap  You can cry until 2016 ... your lies mean nothing to intelligent people
211,0,"The bad part of the story is the dumb redneck Republicans, like yourself.  Not sure if these folks are sociopaths like you, though, so you're probably a downgrade from them..."
212,1,You as stupid as you were yesterday.
213,0,"I may never see the light of day again .....He should NEVER see the light of day again! Twisted beyond belief. You couldn 't do what he did to a dog, let alone another human being."
214,1,There are a lot of morons posting on this site but you are in a class all by yourself.
215,1,You are a Moron.
216,0,How the fuck do you have Orange Beef but not Orange chicken
217,1,suck my dick yeaah babby pussy
218,1,"Autumn..... You are, and Idiot.   Red Flag #102   Girls with No sense of Humor."
219,0,"Eli MAnning, Brett Favre, John Elway"
220,0,"if she won't sleep with you, you could probably just force yourself on her and any reasonable judge would take that tattoo as a permission to date rape stamp"
