,insult,comment
79,1,"Okay, you made your point. Hanging around longer means you are flirting with the gay people here."
80,1,Fuck you asshole! Do you like that?
81,1,I do not care much for the lying degenerate bastards.  \r Then how do you live w/yourself?
82,0,well said. we need more men like you. thank you.
83,0,You would be gorg!
84,0,How do you feel about free elections?
85,1,"expat, you gotta be smoking some of Barry's Maui woowie..."
86,1,"This IS America DOOM, I have been waiting for you fat pepsi drinking clown burger eating losers to get destroyed by a superior power. Death to America!"
87,0,"Oooh, you are giving me a good laugh. :"
88,0,wait it says you are in
89,0,Are you talking about her underwear?
90,0,That must be a compliment from someone like you lol
91,0,No. you did not talk about your IQ!
92,0,"ROFL, you are showing signs of desperation."
93,1,Your statements are idiotic and juvenile.
94,1,"Sounds like YOUR wife has a pen1s...with you that is, that has understandable."
95,0,"There is, there has a difference between  nigga  and  nigger  nigger is a racist term and everyone runs around saying saying  nigga  even in music now a days and if it was so bad you guys would not be running around calling each other it. that is, that has like girls running around getting offended when you call them bitches yet they run around calling THEMSELVES  bad bitches"
96,1,And you r sucking my dope dyck to hard. Take your fake ass Chief Keef face up the block.
97,0,"You are not really going to watch, are you?"
98,0,"It is, it has kinda embarrassing when you diss a nigga this long, and he JUST responding. Do not like him keep it moving and make hits, we all know wayne fake anyway"
99,0,Looks like you Kath!
100,0,"Notice they were listed as good manners...  ..for children.  Which leaves me way in the fucking clear. Fuck Erasmus, anyway.  Preachy old fuck."
101,1,"aaronchi...you are too stupid to know sarcasm when it is in your face...Consider yourself castigated, and get lost..."
102,0,"he does have that 'would you fuck me? ...i had, i would fuck me' look in his eyes.   Jesus H. fucking Christ what is going on this week?"
103,1,Typical Republican...accept no blame for your repeated clusterfucks and blame anyone other than yourselves.  Grow up.
104,1,"bettynm It is, it has too bad your not one of the idiots who can read as he is, he has said it is, it has hidden and not buried. As as outsider to your area, I think it is, it has a shame that your so greedy that you do not want to share the beautiful of this land with others too. You sound like a bitter sad person. I had, i would take bad karma over that, any day."
105,1,oh like your not stupid you .......
106,0,I am sure your mom is proud of you.
107,1,Rookie...run on home...your momma's calling
108,1,Your a f ucking idiot.  Enjoy your dream world
109,1,"You are another fucking idiot who knows nothing about drugs.  WIKIPEDIA HAS THE MOLECULAR FUCKING STRUCTURE OF A GREAT MANY DIFFERENT ILLEGAL DRUGS, FUCKO."
110,0,You can show me your trophy any time.
111,0,you spelled dickhead wrong
112,1,u look like a damn fool
113,1,Leyland is a total idiot. Is he referring to the fact he is incapable of making a decision
114,0,You must be very proud of yourself
115,1,wow...bendtner ?.....are you on drugs?....you really fuckedup my day mentioning the name of such a crappy ass player  with the gum in his mouth and playin like a lil bitch
116,0,What is your problem 1492?   Why cannot you just have normal and civil conversations.  Come on   please grow up so others can enjoy commenting.
117,0,"Where are you, Machynlleth or Dundee?"
118,1,Just face it  you are an IDIOT !!!
119,1,"whatever soggybutt. i will, i shall say it again. You and your bunch of crackalaks, derelects,river rats, and new south jackwagons need to learn some manners. completely disrespectful and utterly classless."
120,1,"Obo oNoMore\u2014gee, your comments are sure enlightening!"
121,1,"While you lame asses watch E3 on your computer... I will, i shall go to E3 in Los Angeles because I have my E3 badge and I did not pay for shit :D trolololololol....I tell you guys how the game is while im playing it and you will be watching :D"
122,0,Gotta keep up your strength to play and sing like you do.
123,1,"over 68,000 views fuck boy....swallow that"
124,0,de trute are you south american?
125,1,YOU AND THE COON CAN DROP TROW
126,1,You are the biggest idiot on these boards.  Typical
127,1,What are you smoking?
128,1,how old are you 10?....
129,0,"fyi ... who gives a shit. it is, it has just a fricken typo ...you will, you shall live."
130,0,ENGLISH PLEASE  YOU ARE IN THE UNITED STATES !
131,1,@Flip how are you not ded
132,0,you are such a good friend!!
133,1,"I use the word damn in a post and you reject it.  How about this, FUCK YOU!"
134,1,"Girls need to learn when to shut up, she is beautiful, she knows it and that is, that has all that really matters you do not know if she unhealthy, be quiet with your words of hate we  the majority of women  are tired if the hate."
135,0,Not unless you are a Mormon in good standing.
136,1,More juvenile idiocy from a juvenile idiot.
137,1,"Oh look we have a little troll named igraymatter67.  Hey libfucktard, why do not you go and perform an impossible act!!!"
138,0,If you are a hikker gps logger II would be a gps tracking of choice...
139,1,"I do not care how you feel, I do not care what you think about me ... I am, in fact, the rational one in this conversation and you continued display of stupidity is more evidence of your blind allegiance to true source of  change  you poltroons think we need   is Marxism. You idiots are plunging headlong to your own destruction and laughing and cheering about it, you a pitiful, pathetic spectacle ..."
140,0,I do not get your meaning. Would you explain?
141,1,"You mean perfect* But you are stupid, how can you hate white people on the bases of 2 bitches being stupid??"
142,0,so could your comment
143,0,You are ama ing Randy G!
144,1,Stop trolling boy. You are embarrassing Beantown.
145,0,"Yes, but you are not sure if you have anyone better than Manningham."
146,1,Just like the guys said...  Another fake job.  Wincey Fraudy Woods!!
147,1,you are dumb
148,0,"Just because you are attracted to other races, does not mean you worship them"
149,0,You truly do not know what your talking about.
150,0,one of you is
151,0,lebron can suck a dick
152,1,The murder victim was not impaired. Just because you have drugs in your system does not mean you are impaired and the store manager did not think the murder victim was impaired. you are lying scum
153,1,and worse yet....you are ugly and OLD
154,0,You are so cute.
155,0,Nakedness should only be allowed in the streets by girls / women aged between 17yrs old    28yrs old..  no fat girls...  and no ugly girls...  :    lol
156,1,"you dnt like lil b? that is, that has a first, you are a faggot."
157,1,You are such an idi0t3.
158,0,"it is, it has because you slide so damn much"
159,1,"Who is, who has the dumb one, UH YOU! GROW UP!"
160,0,"And you had, you would be wrong too."
161,0,No but you are.  Keep crying about that ghost that ain't there.
162,1,Or not listen to a racist like you.
163,0,You are smart.
164,1,shut the fuck up chiodo you know nothing about soccer
165,1,As usual you are clueless....
166,0,"at first i hated you, now i kinda like your comments, if you are kidding is good for me, and if you truly believe that is even better, i like all points of view and all personalities, and yours is certainly unique."
167,1,bitch you were just callin all hispanics mexican? what do you mean grandpa lips thats rascist as hell. o lawwdddd i am gonna have you lookin hard in the mirror after all this
168,1,"As usual, pure hogwash no matter how many fake names you use. You thick or what? Wacko was moron. You lying loser fall into another league.  You do not read well do you? You were taught the truth about wacko's not so giving charities that were nothing but a front. As usual, idiot, uou ignore the truth and post pure lies about the dead pedophile."
169,0,Is it possible for you to focus?
170,0,"I hate faggots and God hates faggots:  What is, what has the difference between a fag and a refrigerator?Refrigerators do not fart when you put the meat in."
171,0,you said over on nadal because of clay
172,0,You are a law student.
173,0,"hite people are fucking animals, all the evil and dirty shit y'all do, but y'all pic every little thing a black person does and try to make us look bad when y'all do the most cra y dumb and the most evil shit everyday!!"
174,1,all your comments so far have been retarded you should go somewhere else
175,1,"@Voguette   I will, i shall cut to the chase: You are an idiot. Granted, Duke, Ironman, Nusholt , and RealityC ech  may be dumber, but you are borderline mentally retarded."
176,0,damn.....You really must give af
177,0,Are you a registered massage therapist?
178,0,Crushed That Pussy Ass Nigga Gayne
179,1,shut up same tired comments you suck
180,0,"You must be a Heat fan too, right?"
181,1,And if Cameron said he was not backing Hunt you would all be saying what a traitorous person he was for not backing his minister. You really are all rather pitiable with your rantings.
182,0,"I thought, like pot, you could not overdose on LSD.  Any dose of either could fuck you up depending on your personality and constitution."
183,0,"I LOVED HIS CLEAN CUT DICK, HOPED I AM THERE TO SUCK IT AND LICK AND ALLOW HIM TO FUCK ME..."
184,1,the cream of the cream .... wtf are you talking about kg
185,1,"Do not get out of your cave much, do you."
186,0,You are going to be so disappointed.
187,0,"No way, your Dad is way to cool."
188,1,you are truly an idiot.  the man pitched a no hitter.  just shut up.
189,1,Why? Are you a hunch back? LOL
190,0,"Misha, what is you?"
191,1,You are a complete idiot Robert...Peole like you are why this country is losing freedom every daythis moron  POTUS  is in office...
192,0,Do not let them get you down brother.
193,0,De eso no hay duda Chave ... el Fraude institucional esta garanti ado... la maquinita de los Votos... esta completamente ajustada a su favor  Noticia seria... si fuera algo diferente... si la oposicion fuera la que ganara  La oposicion Vene olana... es completamente ingenua... si piensa que puede ganarle en unas elecciones a Chave ... un hombre que tiene el control total de todos los poderes en Vene uela.  Si quieren que Chave  salga del poder.. deben agarrar a Chave  con su pijamita transparente... subirlo en un Helicoptero... y tirarlo sin paracaida en el Orinoco  Solo asi... Chave  sale del poder  ....
194,0,there you are! had to unfollow then follow you again to see your pins
195,1,"Like if you have a diploma  of any kind .  Comment if your getting money with that white  coke  and it is, it has MOB  money over bitches  and stop snitchin or Making a rap career."
196,0,you must be hanging out with gucci
197,1,"Jimmy...produce ANYTHING of ANY value that ANYONE wants or needs and you will, you shall find SOMEONE willing to trade with you for SOMETHING you want or need.   It is, it has very simple.  Tip of the day: whining is worthless."
198,1,Pathetic. She should be ashamed of herself. If this is what it takes to get attention then she should go get a real life or crawl back under the rock from which she came.
199,0,You be nice now. and do not you dare tell me you are a red head!!
200,1,"Judging by your prior posts listed in your profile, you are a piece of foul white trash. What kind of animals raised you?"
201,1,your mom smells like fish
202,1,"@tttttt5:disqus       You are an idiot. Where did it say anywhere in this article that he was a crooked cop? Oh that is, that has right nowhere..quit being so quick to judge moron."
203,0,"Cellular enhancer or signal booster is becoming incredibly popular among cell phone users. It will provide a better cell phone coverage in poor signal areas which is it is, it has main function."
204,1,You are some sad pathetic loser donkey.
205,1,whats a person who makes up stupid handles and trolls internet message boards?   a future star of an episode of Hoarders. maybe give away a do en or 2 of those cats you have in your moms basement
206,0,"Shit man this shit sucks. And it is, it has fucked up because they ain't got anything else to sell"
207,1,You weak ass bitch
208,0,"Hi, where did you get your mask from? and how much is it? thank you!"
209,0,I guarantee you are wrong. No way in hell the refs call five T's on Miami.
210,0,Were fucked its too late now.
211,1,"Good morning... Ugh! *headache* *rolls over in bed and snorts a line, farts, scratch head, roll a joint and lights it up, takes a shot of rum!* Good morning...  my worthless little monkeys bickering amongst each other, eating your own faeces while trying to make a pathetic point! Tis a baeutiful day for trolling insn't it? How are you all this wonderful afternoon?"
212,0,"Cats are fucking horrible creatures anyway. That little user deserves it is, it has outift."
213,1,"to be quite honest, the platform be it Xbox, ps3 or PC really does not matter just as long as you have a passion for gaming and you enjoy gaming, now STFU stupid fan boys, stop bitching on the internet and get playing games!"
214,1,"Yeah!  you are so boring, Teresa forgot about you while making a toast.   LOL boring and fugly hubby."
215,0,Lol you damn right!!
216,1,Pathetic Little Man.  Cleanse your mind.  Take your laxative.
217,0,What a dumb bitch!! Do not you research your guests before they appear on your show?  Hats off to Martin for being a class act!
218,1,You did wear out your welcome.&nbsp
219,1,you are going to go to hell
220,1,And you have apparently  Neva  been to school
221,1,You sir are a complete ignoramus.
222,1,"QUIT harassing me.  I know who you are, just stop.  It is, it has pathetic."
223,1,"hell naw i wasn't paying attention to what his fat ass said, get off his dick"
224,1,FUCK ROSS FUCK SAIGON AND FUCK U BITCH ASS NIGGA WHO THE FUCK CARES ABOUT MUSIC............ITS ART IMITATING LIFE
225,0,Then so is yours
226,1,"Look Wilfred Brimley, are you really that stupid... is your diebeete  acting up again... you need to see a professional about the dementia you are suffering from... communist state? That is what you and the rest of the Obamanites have created for the whole country... and for that we salute you with a Number #1 with our middle fingers... the reason that this country is going down the drain is because half of this country is as dumb  I know that is really tough  or dumber  nearly impossible  than you"
227,0,Dam willynut your good.
228,0,PLEX WHORE MUST DIE
229,0,yes nas u keep giving us good shit to jam to thank you real hiphop
230,1,Screw you Bodine.
231,0,"You will, you shall be proven wrong."
232,1,muthafucka its justin beiber not manny pacquiao. hes a singer not a boxer lilttle white boy doesnt know shit about fighting that was probably his fist time even touch a glove
233,0,They will not know unless you tell them.
234,1,Lmao no dummy how many times you said bitch please. I reali e youre slower than dog shit but at least attemp to keep up lmao
235,0,"truth, but are you rich.  is not that a more relevant situation?"
236,1,"Know who else doesnt seserve respsct?  Ignorant, prejudiced, close minded ASSHOLES LIKE YOU PINKIESOUT!"
237,1,"A$AP AUTUMN you stupid bitch it is, it has about countries not states"
238,0,"LeeAnne, so sorry for the down time. Our little server has been under the weather, but it is, it has feeling fine now. We'll try to prevent it from happening again."
239,1,you are an idiot. Just stop now.
240,0,"You are stunningly beautiful......exquisite in very way....... and your fashion sense is outstanding........ your legs are to die for, and I know great legs, I have been in ballet for 19 years........ and do not get me started about your truly lovely hair..... it is, it has perfect on you."
241,1,"you are not an american, do you think landing here dry foot qualifies you as an american"
242,1,"I really feel for you! Please tell me that you are just Scutca posting under a different screen name, and not really someone that has such low self esteem that you idolise 'their' intelligence?"
243,1,Really? You are blaming the construction worker? You are a monday morning quarterback douche.
244,0,You do not know until you try.
245,1,NBA refs need to get off their high horses... Fuckingggg scum
246,0,"You must be an Arsenal fan, are not you?"
247,0,"white girls like it rough.... do not ask a nigga too smack ya ass then, she ain't say  smack it soft"
248,1,SDJammer   You are a true American idiot...
249,0,fuck it. pens in 5.
250,1,So which village in uganda are you its idiot? probably kampala.
251,1,You promised to lick my ass until my roids bleed. So what happened are you still stuck with your daddy's ball up your ass?
252,0,Haha and you still live in the 90's.
253,1,"How about you shut the fuck up? If this was a seriously depressed person, he would have tried to kill himself already. Your comments are always crappy and full of negativity. Stop."
254,1,You are a cocky little f a g so it will be extra sweet when the devils win the cup...again by the way.
255,0,You are too kind
256,0,have you been to Arkansas?
257,0,"Yes, I guess you are."
258,1,Ur fat and gay
259,0,are you mossad
260,0,You will name her Stacy after your favorite person.
261,1,"That fatass goober let  a rapist out of prison so he could rape again, and this time murder all of the witnesses. Fuck you Huckabee."
262,0,Hi Nana...How are you today?
263,0,"You must be a thunder fan. The def. have not been playing better than the spurs, its been up and up imo. only because of homecourt. When the thunder beat the spurs at home, their dangerous."
264,1,"Mock horror as in  you did not build that  or that anyone should dare ask to tax returns from a presidential candidate?  Please Jennifer, put away the pom poms and try to develop a sliver of objectivity. After all, you are supposed to be somewhat objective, if not rational. Romney has repeatedly failed to condemn the looney element in his party. He has absolutely no backbone, and apparently lacks a filter on his mouth."
265,0,"Twas a good effort, but some of your prior material was better =D"
266,1,You obviously know jack about basket ball. All your opinions are moot at this point
267,1,meinsenkaye007: ha! you idiot
268,1,Not what I was saying at all.. Who let your retarded ass out of the basement?
269,1,Why are you posing as a Dodger fan idiot? You might want to clear your history moron. Another SKIRTS fan exposed!
270,0,seriously Chelsea lol Are you and Harry Harris related   ??
271,0,Great shots Chris..what lens were you using?
272,1,YES LETS BE MORE LIKE THOSE COUNTRIES YOU LIST   EIG HEIL YOU WHITE TRASH TRAILER RUBBISH
273,0,You are welcome
274,0,"well since feb. any way. now im just trying to get my hands on everything he is, he has been in."
275,1,You are totally delusional.....
276,0,"You compare Israel with the Na i.  I do not agree , my..."
277,0,"Denise, girlfriend you are the queen of jello shots."
278,1,"That is, that has funny because, while you were mouthing off, you clearly demonstrated your inability to spell it. But that is, that has to be expected of libtards who exist sans clue."
279,1,NAHH I AM NOT LIKE THIS YOU'RE JUST PUSSY ASS CRACKER....STFU FAG!
280,0,"Vote for Barack Obama.  Because if you do not, Mitt Romney will be your President."
281,0,Niggas really comparing Pusha's braids to Asap Rocky's hair braids? Fuck outta here with that fruitball talk. I guess Bone Thugs was biting Asap Rocky in 94' too huh? SMH....
282,0,Woh!!!! Sound like you have read all holy books.
283,0,"Red Sox fans: You are teams's attendance is pitiful and your fanbase is not knowledgable. Rays fans: Yes, but our team and manager are better than yours. No need to bother reading the rest of the comments"
284,0,You are most welcome. Now let us see some icons!
285,1,"lol you act like you have been watching basketball forever, its only ben 8 years moron"
286,1,Traitor...you are banished
287,1,Shame on you for using a sock puppet troll account.
288,1,Louie would probably tell you to kill yourself....
289,0,wee y get money..fuck what they talking bout
290,0,Watch yourself blck ggg! I do not know who it is you are pointing this comment towards. One words for you will have to be is  DISRESPECTFUL. Talk what you know because if you did you will now that everybody came from a black women. So watch your God damn mouth!!!!
291,1,Who the hell died and left you boss?  Shut up you whiny ho.
292,1,"are you working for the  imermans, amy?  take your scam posts elsewhere."
293,0,Are you from Spain?
294,1,"I keep forgetting how profoundly stupid this woman is until she opens her mouth. Or in this case, gets a hold of a keyboard."
295,1,You are a moron. Get off the guys dick
296,0,What are you talking about?? Totally off.
297,1,"Firstly, go back to skool, you really need to learn how to spell before you start calling someone retarded And I am sorry you have been sadly misinformed I chose to walk away from the drama and lies, if the locks were changed, it was a waste of time I threw my key away when I made the choice to walk away. And if you had the balls to face me, you would not have hidden like a coward when they tried to serve you. Or you would have shown up and backed your girl."
298,0,OMG...Pamela...you are so right! :
299,1,The Knicks? WTF are you smoking
300,0,What are you talking about?!?
301,0,Only if you were living in the other half
302,0,Are you sure this will not induce epilepsy/blurred vision/both? :
303,1,"Hey, Einstein, perhaps you should have read and understood what you quoted, since it clearly outlines a war room to blunt any movement post DNC, not during.  Is it really shocking that the GOP would have a war room in NC, a swing state?   Reading is fundamental."
304,1,@Akolak284                              Are you back on Pro ac ??
305,0,I think you are making up your own interpretation
306,1,were higher than you! are you stupid
307,1,Lol.......Ralph you are the guys who are still in Moi era...
308,1,you are a moron!
309,1,Fuck u Minier
310,0,@fox news 871fc82f00858feb9260baed1501a9e3:disqus you hit the nail on the head. Illegal is illegal.
311,0,You have got great taste!
312,0,Hopefully your comments will start winding down...
313,1,Just because everyone dies does not mean that your gains are offset by another's losses.  You are confused.  Another does not have to  lose  for you to  win  something in life.  What a pathetic little world you live in if you think that is the case.
314,1,"mikefroma 5411   joe, thats because your a loser, you come on here spouting your big mouth like you KNOW something, and you dont know nanda! you said there would ONLY be 1 rb taken in the first rd of the draft there were 3  you moron!!!  Joe's the loser?  Joe's the one who spouts off?  Joe's the one that only pretends to know football?  And then you go off about how he cannot read the FOs' minds?  You, sir, are half a plum short of a fruit pie."
315,1,You are a Neanderthal.
316,1,your face resembles a bitch you fuckin twat
317,0,"Poor analogy.  At restaurants you can always order an extra side dish for a small price if you are still hungry, you do not need to order an entire extra meal.  It is, it has not fair to make fat people pay for an entire extra seat when they only need a few inches."
318,1,"You are a fucking loon. Seriously. You really come across as someone with mental illness. No emoticons. I think you are seriously unhinged and you need some help.  Whoever hurt you, or whatever happened you need to get that addressed, because frank,y, your behavior suggest we will read about you in some mass shooting.   And yes, you indeed hate men. In almost every thread I have seen of yours, you just go ballistic toward men n general.   Get help.   Seriously."
319,1,You moron.
320,1,"How creative   maggot , you are too funny. I suggest reading some books to expand your vocabulary. Have a wonderful day red leg."
321,1,"What was your excuse for Arab terror long before the settlement excuse?Centuries ago? Which borders do Hamas , their elected govt.,accept in return for peace? Which borders do Fatah maps show as Israel? What do they teach their children? You are a bunch of lying terrorists who teach genocide not peace."
322,0,Not right now you do not.
323,0,jean jacket..thats that shit i dont like
324,1,dude you are an idiot.. Alabama did not play WKU
325,1,"Shitbagger, go fuck your mother up the ass without lube."
326,1,You got pathetic and troll right. Two outta three ain't bad.
327,0,Lauren! You are so freaking beautiful!!!
328,1,you must be a dumbass nigga your opinion dose not matter here who gives two fucks about your thoughts on NAS HE IS THE TRUTH NIGGA GO KILL YO SELF AND SLAP YOUR MOM FOR RAISING A IGNORANT FUCK AS YOURSELF HOE!
329,1,"Apparently, bad officiating never gets old to you morons."
330,0,"Damn how come i did not see no shit like this when i was in Iraq for a whole year, that is, that has fucked up!!"
331,0,"No, you are definitely a virgin."
332,1,You sir. Are re.tarded.
333,1,"You are a gay transvestite, clearly in the middle of yet another ho mo sex u al panic."
334,0,So are you x
335,1,You forget to like your posts... You must be shook up a bit...
336,1,your all mostly worthless shit cause your arguing over religion on the internet and it does not even exist grow a pair and go out meet people stop going on like you all know whats going on when really you got your head stuck your own ass reading this reali e there is no god hes just a Chinese whisper
337,1,"ero help, the SHAQ DADDY  ero help???? you are an imbecile"
338,0,Im waiting for your moms
339,1,1:44am on a Friday night..... wow   seriously get a life or girlfriend you are pathetic
340,1,And those from your north are the saints that must live? A demented and stupid fellow like you liked this shit you posted as comment.
341,0,You must be very proud to say your team won 37 years ago. Go Devils
342,0,Kinda like your name.
343,1,You Suck Coffey
344,1,you tool. this story is about charity and then you come in  herp a derp.... cubs suck... derp....curse... go sox!  screw off idiot
345,1,"God, you are as bad of an a hole and FUD spreader as the person you are responding to..."
346,1,Have you ever been though a hurricane moron? Its a lot more than just  a little rain . I guess when you get hit with the worst case scenario you can be on your own. Good luck
347,0,my first kdrama crush  :D Looking forward to your comeback
348,0,"Could you improve your picture viewer as it reloads the who page just to move to the next image. Unless you are counting each image as a page view for your hits its not what I would call a good idea,"
349,1,Nope.better then your common sense.
350,0,"Bring you checkbook, we are scumbags but we are not cheap."
351,1,"Simpler potential explanation: The  MSM  has no clue what the hell an  anarchist/situationalist collective  is, nor do its readers."
352,0,Do you remember out posters lol
353,1,Are you having trouble remembering which account your signed into?
354,0,"Yes!!! Exellent I fucking hate dog owers that let their dogs shite on  the ground, especially right in the middle of paths and pavements.    They always say to me 'Good morning.' when they walk by me... It will be a  good morining if you had, you would stop letting your dogs shit on the middle of the  path, twats."
355,0,"Cant wait for Drita to hit tht bitch in her mouth..... Bitch talk to fck'n much....fck you mean crumb snatcher. Ramona is a punk pussy baby back bitch. Drita, make the concert cry whn u bust ur jaw open."
356,1,WOW LOOKS LIKE TWO WHITE GUYS. WE NEED TO BAN ALL WHITE FOLKS FROM MIAMI. JUST LIKE YOU WANT TO BAN HIPHOP MEMORIAL DAY ON SB. THIS MUST BE OBAMA'S FAULT RIGHT. U DUMB ASSES
357,0,"You can put your egg money on that,"
358,0,2005 Astros but your point is still valid.
359,1,"When your species finally evolves, then we can talk, until then you are nothing more than a common pet."
360,0,Anything past the 6th inning with  ito YOU are asking for trouble.
361,0,"opinion8it,  How you know what Putin says?  You are reading his mind?"
362,0,"Shhh you will, you shall get the T Gas."
363,0,"Haha, you are funny and cool, man. So edgy."
364,0,"Yes, you are so correct."
